smooth_mean, smooth_sdev, filter_mean, filter_sdev, x, y
-0.000339383,0.00191443,0.000234668,0.00175614,0.0351272,0.00619862
-0.000432958,0.00159123,0.000175576,0.00182148,0.00944964,0.0154511
-0.00115322,0.0011664,0.000201945,0.00170922,-0.00719578,-0.0333341
-0.00165853,0.00138192,4.19697e-05,0.00178435,-0.0533341,-0.0312029
-0.00206742,0.00188331,-7.74788e-05,0.00176894,0.00328244,0.0354634
-0.00254901,0.00231602,-9.68765e-05,0.0018029,-0.0551082,-0.00355075
-0.000797737,0.00127156,-0.00010295,0.00173878,0.0658455,-0.00719399
-0.000582239,0.000962129,-0.000122745,0.00181005,0.00182167,0.0126824
0.000378821,0.000919201,-0.000141208,0.00189775,-0.0074546,-0.0191673
0.000599618,0.000773998,-0.000202796,0.00184811,-0.0391673,-0.0229514
0.000991702,0.00078371,-0.000211471,0.00186896,0.00301046,0.0350397
-7.60272e-05,0.000339253,-0.000195576,0.00191973,0.0644709,0.00271675
-0.000694144,0.000570631,-0.000211316,0.00194149,-0.0551082,-0.00355075
-0.0011275,0.00136873,-0.000296266,0.00193575,0.0129194,0.0180053
-0.000432714,0.00183334,-0.000128511,0.0019095,-0.00548948,-0.0436616
-5.17186e-05,0.000991908,3.60779e-05,0.00201816,-0.0636616,-0.0336966
-0.000372417,0.00189591,3.99604e-05,0.0019827,0.00379966,0.0372744
-9.4249e-05,0.00180425,-9.39977e-05,0.00199816,0.0102169,-0.0130747
1.12948e-05,0.000879216,1.9658e-05,0.00208231,0.0644709,0.00271675
0.000130165,0.000770571,8.527e-05,0.00201373,0.00487185,0.0135717
-0.000290251,0.00161913,3.92867e-05,0.00200877,-0.0076315,-0.0224778
-0.000572708,0.000699349,2.76428e-05,0.00187362,-0.0424778,-0.02679
-0.00156827,0.00103645,6.39695e-05,0.00189759,0.00319693,0.0347667
-0.00121008,0.000860464,-7.92507e-05,0.00193739,-0.0074054,0.00844202
-0.0013353,0.000999076,-0.000174856,0.00192524,0.0102169,-0.0130747
-0.000786282,0.0010995,-0.000206157,0.00176906,0.00889034,0.0168793
-0.000763896,0.000988141,-7.22519e-05,0.00180483,-0.00521617,-0.0368357
-0.00105376,0.00104445,-0.00013767,0.00174583,-0.0568357,-0.0290786
-0.0013075,0.000981684,-0.000161895,0.0018222,0.00378801,0.0374359
-0.00144399,0.00127733,-1.75144e-07,0.00181531,0.031096,0.00826459
-0.00104688,0.00137167,9.34403e-05,0.00174221,-0.0074054,0.00844202
-0.00142542,0.00153948,0.000148547,0.00178641,0.00561746,0.0149417
-0.00187473,0.00151867,0.000185791,0.00184446,-0.00624219,-0.029119
-0.000399905,0.00106536,0.00014086,0.00182836,-0.049119,-0.0261501
-0.000155954,0.0012505,0.00026313,0.00190132,0.00339189,0.0363783
-0.000445934,0.00142991,0.000222828,0.00180264,0.0175055,0.0132235
-0.000687487,0.00149952,8.7156e-05,0.00195263,0.031096,0.00826459
-0.000246871,0.00156015,9.4532e-05,0.00194512,0.00434476,0.0144246
-0.00117495,0.00164102,5.04608e-05,0.00195909,-0.00634561,-0.0275628
-0.00177913,0.00210358,0.000177289,0.00188869,-0.0475628,-0.02464
-0.00164378,0.00181682,0.000159869,0.00198571,0.00324741,0.0363359
-0.000465068,0.00122009,1.54948e-05,0.00195111,0.0599943,0.00638345
-0.000666931,0.00139042,0.000148413,0.00189931,0.0175055,0.0132235
-0.00117426,0.00102996,0.00030451,0.00195717,0.00683379,0.0155691
-0.000986504,0.0014871,0.000341752,0.00200544,-0.00598334,-0.0305809
-0.000825607,0.00169862,0.000399152,0.00186385,-0.0505809,-0.0275456
-0.0004767,0.00151607,0.000291451,0.00183847,0.00360635,0.0365426
6.71355e-05,0.00157881,0.000328778,0.00185663,-0.0127216,0.00296037
0.000149502,0.0016154,0.000212366,0.00180625,0.0599943,0.00638345
-0.000613388,0.00155448,0.000210159,0.00180194,0.0016882,0.0122925
-0.00102526,0.00147796,2.89393e-05,0.00188106,-0.00786259,-0.0199156
-0.000860438,0.00153939,0.000112794,0.00194962,-0.0399156,-0.0227507
-0.000690842,0.00189446,-5.07104e-05,0.00196568,0.00273094,0.0348075
-0.000726359,0.00200921,-2.75563e-05,0.00203651,-0.0598114,-0.00499789
-9.00733e-05,0.00202844,-0.000224066,0.00207453,-0.0127216,0.00296037
0.000189599,0.00228604,4.36443e-05,0.00198967,-0.00190647,0.00962689
-0.000102386,0.00205503,-0.000139946,0.00190625,-0.00963398,-0.0117884
-0.00046177,0.00196997,-0.00016746,0.00195258,-0.0317884,-0.0196804
-7.82854e-05,0.0019088,-0.000142062,0.00195671,0.00196661,0.03317
-0.000193401,0.00136168,-9.9802e-05,0.00185085,0.041135,-0.00497161
6.23102e-05,0.00131062,-0.000112076,0.00178523,-0.0598114,-0.00499789
-0.000435756,0.00118969,0.000167512,0.00178711,0.0109219,0.0166281
-0.000494615,0.00121845,7.18553e-05,0.00179693,-0.00635755,-0.0379811
-0.000677212,0.00171595,-2.34101e-05,0.0019262,-0.0579811,-0.0321731
1.06524e-05,0.00127372,-4.07205e-05,0.00179055,0.00353146,0.0363469
0.000232224,0.00135966,2.02935e-05,0.00193108,0.0155701,0.00380161
-0.000147911,0.00144984,5.95314e-06,0.00178907,0.041135,-0.00497161
-0.000294925,0.00168702,3.82195e-05,0.00196617,0.00834389,0.0174702
9.23212e-06,0.00166222,0.000226334,0.0020294,-0.00430336,-0.0333781
-0.000224769,0.00155744,0.000199351,0.00184513,-0.0533781,-0.0286445
-0.00010815,0.0017148,-5.95903e-05,0.00185584,0.00441537,0.0379111
2.41828e-06,0.00155534,-0.000117266,0.00172545,0.0136909,0.00671996
0.000156293,0.00170354,-0.000224526,0.00188463,0.0155701,0.00380161
0.000104045,0.00168131,-0.00014187,0.00198778,0.00534572,0.0141842
8.0768e-05,0.00161686,-5.79805e-05,0.00187624,-0.00704451,-0.0286343
0.000129114,0.00166631,-4.71459e-06,0.00185931,-0.0486343,-0.0261134
0.000169521,0.00175093,0.000144994,0.00176998,0.00301303,0.0357392
0.000282136,0.00189166,9.53897e-05,0.00178561,0.0233754,-0.00948154
0.00034133,0.00183563,6.7654e-05,0.00180223,0.0136909,0.00671996
0.000286399,0.00180792,0.000145836,0.00172699,0.00502355,0.0144387
3.56795e-05,0.00202458,-5.62539e-05,0.00202027,-0.00664393,-0.0233934
5.38946e-05,0.00194628,-5.56006e-05,0.00196896,-0.0433934,-0.0265105
7.44014e-06,0.00202668,-8.03557e-05,0.00201712,0.00360155,0.03561
1.12747e-05,0.00195207,2.28813e-05,0.00205842,0.0200094,0.004971
0.000120737,0.00198974,0.000120737,0.00198974,0.0233754,-0.00948154
